Created-At;From-User;Text;Id;Sentimen
08/11/2022 10.07;? nanas;@starfess dyandra minusnya cuma di ticketing sama gaada qn kalo standing ?;1,59E+18;Negatif
08/11/2022 10.07;?*·?;karena aku baru pertama kali nonton konser yang dibawa dyandra dan sebelumnya cuma baca-baca pengalaman orang, menurut aku mereka banyak belajar sih. salut. semoga kedepan nya tetep baik & semakin baik. yang aku rasa kurang kemarin tu makanan di holding area, dikit gitu, habis itu juga mahal?;1,59E+18;Positif
08/11/2022 10.08;sab;@starfess BENER DYANDRA BAGUS BANGET!!;1,59E+18;Positif
08/11/2022 10.09;markleecanada;@starfess Bagus banget dyandra kali ini bener bener di day 2 wah banget sampe amaze dari stage, staf, sampe antri day 2 juga aman dan bagus tapi yang paling oke banget tuh stage, properti dan staf nya senyum terus bantu terus love deh https://t.co/8nDc;1,59E+18;Positif
08/11/2022 10.10;ea cb;venue selalu di ice maybe kontrak mereka di sana masih panjang dan udah jadi partnership, permasalahan ordal di dyandra emng dah jadi rahasia umum? even not about entertainment nya, di sisi lain dyandra company memang full of ordal https://t.co/vx1XtNvT1E;1,59E+18;Negatif
08/11/2022 10.10;Mamak;Mungkin belum banyak yang tau kalo Dyandra tuh 'pemain lama' sebenernya, tapi emang banyak handle event2 non kpop. Dari jaman gue masih kuliah (yang mana dah lewat dari 15 tahun lalu) itu lowongan kerja di Dyandra udah ada. Plus, ini bukan perusahaan perseorangan kayak si kuning https://t.co/32FROKy0Jl;1,59E+18;Positif
08/11/2022 10.11;hello biaaa;@starfess dyandra juga harga lebih miring daripada si kuning ??;1,59E+18;Positif
08/11/2022 10.15;lagi pcd the link?;@starfess minus qn aja dyandra, yang lain udah bagus!!! antrian masuk venue rapi, crew dan securitynya baik2 . kayaknya peningkatan ga sih dari konser yang sebelum2nyaaa??;1,59E+18;Positif
08/11/2022 10.16;naaa.;dyandra tuh ada banget effortnya buat evaluasi dan improve ga kayak si kuning ga ada kemajuan https://t.co/dagIe6YGAd;1,59E+18;Positif
08/11/2022 10.17;?;@starfess tapi dyandra pake ice muluu :(;1,59E+18;Negatif
08/11/2022 10.17;Fik | freebies the link?;Tapi emang kemaren keren sih dyandra emang jeleknya di qn standing aja, mana stafnya ramah2 gitu asik, peduli juga sama yang lain, kalau soal day 1 itu bukan salah dyandra tapi salah oknum https://t.co/2eF1w7jVVO;1,59E+18;Positif
08/11/2022 10.18;?;@starfess aku ngerasain, wifi gratis, bebas minum juga! thank you dyandra ? https://t.co/8pPUOJtGIc;1,59E+18;Positif
08/11/2022 10.19;??;@starfess Sumpah kali ini salut sama dyandra. Aku ngalamin day1 day2 127 concert dan cara mereka handle semuanya tuh bener2 niat dan rapi banget di day2. Salut banget. Dulu sempet kesel karena pas exo mereka kacau handlingnya,;1,59E+18;Positif
08/11/2022 10.21;Sal ?•?•?;@starfess Bener banget , aku ngerasa dia udah improve dan udah jadi lebih baik, aku masih salut dengan satpam dan bodyguard yang ada disana bener2 pada baik2 MasyaAllah, sistem mereka rapih, stage lighting dll sangat bagus, good job deh dyandra;1,59E+18;Positif
08/11/2022 10.22;??;@starfess jongkok langsung disamperin, ditanya kenapa, bener2 semuanya diperhatiin. Aku dapet di 1a dan space nya luas bener2 yang bisa jalan2 dibelakang, gak ada dorong2an juga. Ini semua ga pure dari dyandra sih, tapi czennies juga,;1,59E+18;Positif
08/11/2022 10.23;??????;Dyandra next partner ticketingnya pake yang lain juga ya.. jangan Blibli aja :( .. udah hopeless duluan aku buat war TDS 2 .. karena QN Mecima yang warnya sekarang ga di gform lagi dan ACAK berdasarkan keberuntungan jadi pindah harapan, .. https://t.co/QLwgo36nqd;1,59E+18;Negatif
08/11/2022 10.23;jforjee;beneran gapapa TDS 2 sama dyandra lagi jujur staf nya baik mana pada ganteng. bapak satpamnya juga pada lucu??? https://t.co/ahjvOIqzBy;1,59E+18;Positif
08/11/2022 10.26;Streptococcus;Suka banget karena mereka pake stafnya banyak yang udah berumur gitu, jadi kayak diayomi banget kitanya, bener bener dituntun diarahin sama mereka, bukan pake staf abg abg ga jelas yang fomo dan akhirnya malah sibuk sendiri, please dyandra nanti stafnya pake mereka lagi ya??? https://t.co/vPDgdUwnsJ;1,59E+18;Positif
08/11/2022 10.26;shea;Walau ini first concert gue tapi menurut gue di day 2 the link ini dyandra oke banget https://t.co/OgjgPTJktq;1,59E+18;Positif
08/11/2022 10.27;???? ?²?;selamat dyandra kamu berhasil memutar roda per-promotor koser di tahun 2022!!! ?? next tinggal benerin sistem qn nya biar ga ada tragedi nginep di venue lagi yuk bisa yuk https://t.co/CM4ExGfi8m;1,59E+18;Positif
08/11/2022 10.28;oittt;@starfess asli ramah-ramah stafnya, terus ngarahin gitu pokonya kalo kita keliatan celingak-celinguk sama staf langsung disamperin, ditanya, dan dibantu. mantep banget emang dyandra;1,59E+18;Positif
08/11/2022 10.28;yayaaafa;@starfess dyandra cuman kurang di qn aja, tp pas konser asli dia oke banget, staf nya ramah-ramah , bersahabat, pas selesai konser nct 127 day 2 kemaren setiap ketemu staf dia bilang terima kasih dengan penuh senyuman dan ramah??;1,59E+18;Positif
08/11/2022 10.29;ra.;Wow dyandra bener-bener mau berubah sampe udah jadi salah satu yang direkomendasiin https://t.co/weZx20mqQ3;1,59E+18;Positif
08/11/2022 10.30;ra.;Tolong kedepannya ada QN ya dyandra, dan jangan sampai ada kalimat ordal lagi;1,59E+18;Negatif
08/11/2022 10.31;Mia?????;Bener tribune dyandra kemaren lebih kokoh dari sebelumnya https://t.co/goMYvf8HhC;1,59E+18;Positif
08/11/2022 10.31;Artha? #fallin? rest;Kali ini aku setuju kalau nct dream promotornya dyandra. Yang membagongkan hanya ticketing war aja https://t.co/9wmgPumGka;1,59E+18;Positif
08/11/2022 10.32;A?;@starfess bener dyandra tuh sebenernya udah bagus banget kemaren, konser berhenti kemaren juga bukan sepenuhnya salah promotor, bawa day6 boleh kali nanti, cuma ditambahin itu aja qn buat pengunjung;1,59E+18;Positif
08/11/2022 10.33;???;@starfess Dyandra dari dulu emang bagus selalu nerima masukan dan di jadikan evaluasi kalo menurutku dari dulu juga udah kerjasama sama blibli kalo ga salah soalnya dari jaman 2014 dulu pas exo the lost planet promotor nya si dyandra ini dan lancar² aja;1,59E+18;Positif
08/11/2022 10.34;diw;@starfess yes betul,jujur dyandra tuh tinggal benerin sistem antrian aja sama tiketing tolong sistemnya kayak pas ss5 dulu enak banget dibagi 2 jalur bisa di rajakarcis dan tiketdotcom jadi semua enak,;1,59E+18;Negatif
08/11/2022 10.34;Yanss?;@starfess BENER puas banget aku sama fasilitas dan pelayanan dyandra buat the link jakarta sih. staf nya gercep dan baik2 banget. Asik2 juga. Holding areanya seru sih menurut aku. Banyak spot foto2 dan niat kayak lorong 2 baddies beneran.;1,59E+18;Positif
08/11/2022 10.35;dey met haechan, mark, jaehyun! ?;bisa gak ya kalo tds beneran sama dyandra gak di ice lagi ? gue trauma sama icenya;1,59E+18;Negatif
08/11/2022 10.36;via?;tahun depan super show dyandra aja please atau smtown juga boleh https://t.co/MH9XhWPFB3;1,59E+18;Positif
08/11/2022 10.38;?;@starfess Gue kalo nct dibawa dyandra lagi gue mau sih. Gue setuju sama apa yang udah di jabarin sender. Overall apik pol, staf2nya baik2 sumpah, perhatian banget, gaada yang judes. Suka deh gue dyandra sekarang. Fasilitas di holding area juga ok;1,59E+18;Positif
08/11/2022 10.38;naaa | Mention after dm;ASLI BAGUS BANGET!!! Day 2 bener-bener lancar, mana stafnya baik-baik banget suka banget sama dyandra<3 harga tiketnya pun ga terlalu mahal kalau dibandingin sama yang lain. Terus pas konser pun stafnya rajin nanyain “mau minum ga”????? https://t.co/6sdTxXD7DR;1,59E+18;Positif
08/11/2022 10.38;Meet me at Midnight;Btw, Dyandra udah kontrak sama SMentertaiment. Jadi semua event SMentertaiment di indonesia. Promotornya pasti dyandra https://t.co/21FuSWe2eK;1,59E+18;Positif
08/11/2022 10.39;KimHera?;@starfess Aku salah satu yang ditolong sama tim dyandra pas mau pingsan. Bener2 sigap, nenangin aku yang nangis sesegukan, bilang it’s oke kalau mau nangis, tapi jangan berlarut ya, atur napasnya, biar ga sesak. Sayang banget sama tim nya dyandra,;1,59E+18;Positif
08/11/2022 10.41;zel?;@starfess @shuarotonin bener2 gaada komplen soal dyandra sih sumpah semuanya bagus apalagi nct yang day 2 tuh bener2 bisa rapih dan ga chaos samsek. kekurangan menurut gue cuman masih banyak ordal tapi ga separah mecima sih sama yang double barcode pas redeem;1,59E+18;Positif
08/11/2022 10.41;dey met haechan, mark, jaehyun! ?;ada plus minus, tapi dyandra mau belajar jadi gue happy banget selama konser. stafnya baik-baikk!!! gue terharu pas mau pulang aja ditawarinn minum katanya gapapa ambil banyak, terus pas metapassport sinyal gue jelek terus sama mas-masnya dibantuin, https://t.co/VK8nYDC5Wf;1,59E+18;Positif
08/11/2022 10.42;naaa | Mention after dm;Dyandra tinggal tambah qn aja udah perfect????;1,59E+18;Negatif
08/11/2022 10.42;claa~OPEN TF WON FAST 11.50 FEE 3K;KAN EMANG DYANDRA TUH STAGE LIGHTING SAMA SOUND SYSTEM KECE BANGET??????? pengalaman dari exploration makanya seneng banget the link dibawa dyandra? SOON THE DREAM SHOW 2 yuk bisa yuk @DyandraGlobal https://t.co/OYuVXQ7eGf;1,59E+18;Positif
08/11/2022 10.43;omo-omo Cangkeman;@starfess @5ecretNumber @VineEnt__Music sebagai opsi dimasa mendatang. Dyandra emang bagus kok.;1,59E+18;Positif
08/11/2022 10.44;cess skripsian;@starfess yang paling penting dyandra tuh murah di banding sebelah mana pake member ini itu yang harganya juga mahal banget;1,59E+18;Positif
08/11/2022 10.45;C ?;@starfess Jujur ini first konser gue pake dyandra dan honestly gue makasih banyak sama dyandra ini honest review pas the link kemaren tata lighthing sound cakep sumpah kalo urusan yang di seating gue gatau karena ga di section seating;1,59E+18;Positif
08/11/2022 10.47;ims;Masalah dyandra cuma QN sama perordalan ini aja;1,59E+18;Negatif
08/11/2022 10.47;wils ?;Awal agak worry karena cat 3 jauh. Eh pas sampe venue lah ini Deket banget sama stage . Urusan stage emang Dyandra top https://t.co/cnu9HDzP4X;1,59E+18;Positif
08/11/2022 10.50;choi coups;@starfess Aku day 2 dateng ke ice tapi ga nonton, tapi aku nungguin sampe selesai acara. Dari acaranya mulai, aku ngobrol sama 4 crew dyandra (2 anak muda,2 bapak) bener2 baik banget sampe acaranya hampir selesai. Yang bapak2 nasehatin kalo lain kali harus tertib,;1,59E+18;Positif
08/11/2022 10.50;s;kemaren gue udah suudzon sama dyandra karena rumor2 gajelas, ternyata ga dyandra keren banget servicenya dimana pun gue selalu di tawarin minum terus crew2 nya juga ramah & tegas juga? https://t.co/pkCG2Vvjia;1,59E+18;Positif
08/11/2022 10.51;???????;gaada yang mau aku complain ke dyandra sih. Gaada qn menurutku bukan hal yang besar, karna toh aku masih bisa menikmati konsernya?? staf dyandra juga ramah, inisiatifnya gede https://t.co/L8S8RfQgZE;1,59E+18;Positif
08/11/2022 10.52;sese;IYA LOH! kalo bandingin sama temennya yang ngirim karangan bunga kemarin , dyandra ini jauh lebih bagus dari berbagai aspek. ya emang kekurangan nya di ticketing dan qn sih ya kemarin, cuma kalo gue liat secara keamanan, staf, dll, dyandra oke banget sih https://t.co/li5wgNeJTA;1,59E+18;Positif
08/11/2022 10.54;del ?`^´? •;@kookiesales ASLI KURANG NYA DI QN DOANG DYANDRA;1,59E+18;Negatif
08/11/2022 10.55;il ? seeing mark lee?;gue akuin Dyandra emang bagus. Lighting pas konser gue suka banget. Ls pas konser gausah repot2 konekin ke aplikasi udah berubah warna sendiri. Minusnya cuman yang standing ga ada qn jadi bikin rusuh. Semoga nanti dream Dyandra yang bawa tapi standing harus ada qn. Semuanya ada qn pokoknya??? https://t.co/yJZCRm4xS5;1,59E+18;Positif
08/11/2022 10.55;Bita? || Kinda ia;kemarin bener2 settingan lighting nya dyandra tuh keren banget!!! https://t.co/pT4rnGTN8p;1,59E+18;Positif
08/11/2022 10.57;M;@haebaragi_hc dyandra kemaren udah bagus banget ga sih, nuker tiket pun pas day 2 lancar banget. masuk holding area juga rapi kok. staf nya pun ramah banget. intinya sih penonton berpengaruh besar buat kelancaran konsernya?;1,59E+18;Positif
08/11/2022 10.58;aish–;@starfess dyandra dari dulu tuh masalah di ticketing sama qn, terus venue selalu di ICE BSD;1,59E+18;Negatif
08/11/2022 11.00;andin;@starfess Emang minus di qn ya coba aja dari dulu dyandra nerapin ada qn mungkin pas open gate gabakalan pada berebut antri paling depan. SS8 yang bawa dyandra pas masuk open gate dorong2an parah tapi the link kemaren gue masuk hall nyantai aja gara2 trauma kedorong;1,59E+18;Negatif
08/11/2022 11.00;icaa??;thanks to Dyandra, this is my first concert and I enjoyed it (diluar masalah day 1 kemarin karena emang bukan salah pihak promotor). https://t.co/5VWf0xI8VR;1,59E+18;Positif
08/11/2022 11.05;??? ? kinda ia.;aku kayaknya ikhlas kalo tds yang bawa dyandra https://t.co/Cgv3t0aXHc;1,59E+18;Positif
08/11/2022 11.06;meong anak baik;@starfess Emang udah berapa kali nonton konser yang promotornya dyandra? emang bagus sih, tapi average kayak promotor lainnya, tetep aja ada bangsatnya. Masalah calo tuh dari dulu ga berubah2;1,59E+18;Negatif
08/11/2022 11.06;Aku Gatakut;@starfess Setuju banget!! Despite things happened, cara dyandra handle crisis bagus banget. Info selalu update di official accountnya. Dan gue suka banget liat photobooth di luar, jadi yang belum kesempatan nonton masih bisa rasain euphorianya ? thanks;1,59E+18;Positif
08/11/2022 11.07;nadine;@starfess menurut testimoni konser sebelumnya dyandra keliatan jelek . tapi kemaren pas tuker tiket aja kaget stafnya ramah, disediain dan ditawarin minum, pas konser day 2 overall juga keren. photozone nya bagus dan seru;1,59E+18;Positif
08/11/2022 11.08;??????;@starfess kekurangan nya juga suka bikin gimmick sama stand makanannya di holding area kurang banyak ?? maap ya dyandra;1,59E+18;Negatif
08/11/2022 11.16;?;pas 2016 project bareng my music taste + dyandra https://t.co/qWHW49gAVl;1,59E+18;Positif
08/11/2022 11.17;khoirun nissa;semoga tds2 dibawa sama dyandra lagi please terus war nya di blibli, serius banget ini mah;1,59E+18;Positif
08/11/2022 11.19;ara?;Jujur dyandra dulu dimata gue jelek:( sekarang bener2 udah bagus, cuma ya bukan dyandra aja sih emang kalo konser HARUS ada qn mau standing/seating biar tetep rapih pas nunggu masuk venue https://t.co/nMEgeD4oDv;1,59E+18;Positif
08/11/2022 11.20;????;bismillah dyandra bawa exo lagi @DyandraGlobal amin??? https://t.co/X1k075oKNl;1,59E+18;Positif
08/11/2022 11.26;peach?;@starfess Yes setuju kalo udah improve dari yang sebelumnya. The link kemaren kedua kalinya aku nonton konser yang dibawa dyandra. Sebelumnya suju, sempet ada insiden pager roboh pas antri terus pake kertas kayak tiket dufan, pas ditanyain alesannya tahun baru percetakan pada tutup;1,59E+18;Negatif
08/11/2022 11.26;sea ???? just met nct127 ??;aku udah 3 konser yang promotornya dyandra... 2 waktu 2019 & NCT 127 kmrn, mereka bener2 improve banyak sih (khususnya buat day 2 the link ya) itu juga pastinya didukung sama fans' yang mau tertib ???? dari 2019 pas exo juga emang parah sih gara-gara gaada qn jadi pada serobot2an? https://t.co/Cj83cu9GTS;1,59E+18;Positif
08/11/2022 11.27;??;Tapi kalo soal venue selalu ICE BSD dyandra. Heran kenapa ga yang lain ? https://t.co/XgSBSYdlDe;1,59E+18;Negatif
08/11/2022 11.29;?;@jxnghyunn jauh mending si dyandra sih ya kayaknya. tapi double barcode fatal juga sih;1,59E+18;Negatif
08/11/2022 11.31;? ? cindy HAS MET NCT127!;@pshcookie @starfess dyandra juga bilang next concert bakal pake qn dan semoga sistemnya bagus;1,59E+18;Positif
08/11/2022 11.32;eby;RT @schfzh: @starfess yes aku ngerasain, wifi gratis, bebas minum juga! thank you dyandra ? https://t.co/8pPUOJtGIc;1,59E+18;Positif
08/11/2022 11.35;tutu;@aninditadhipuw Hooh mecima emang agak agak banyak drama kemaren dyandra biasa aja sih kecuali yang banyak tiket udah ke scan duluan padahal yang punya baru dateng;1,59E+18;Negatif
08/11/2022 11.36;#1 lee jeno promote team;@starfess iya ya kenapa ya dyandra gaada qn? bukannya malah enak ya? ato sebenernya qn itu ada minusnya juga bagi promotor? please enlighten me belum pernah konser soalnya;1,59E+18;Negatif
08/11/2022 11.38;adinn ???;Ternyata dyandra bagus ya ga kayak omongan orang-orang, mungkin pas explo dulu masih belom tobat sekarang sudah tobat, semoga kedepan nya lebih bagus dan selalu bagus ya???? ga kayak si kuning https://t.co/y8tFsuwzwQ;1,59E+18;Positif
08/11/2022 11.40;Taro-chan?;Wah dyandra dipuji https://t.co/eRGJucACFn;1,59E+18;Positif
08/11/2022 11.44;malyonaice?;@realpurpleluz @nctzenbase bener banget malem setelah tau kabar day1 beneran langsung overthinking? sampe gabisa tidur buat day2 nanti gimana, akhirnya dyandra announce kalo konser tetep jalan udah lega;1,59E+18;Positif
08/11/2022 11.46;moon’s eve • LIMBO;@exteamcup @starfess iya penipu2 ini emang kampret sih dyandra sekarang udah improved banget tinggal qn aja concernnya sih biar gaada kejadian nginep2;1,59E+18;Negatif
08/11/2022 11.48;?;yang seating agak kerasa gempa sedikit tapi ga terlalu ganggu, emang sih dyandra keren banget kemarin, staf dyandra dan blibli nya juga membantu banget, love ?? https://t.co/wFAt5ZgWjh;1,59E+18;Positif
08/11/2022 11.50;??;bener banget!!!! semoga tds2 dibawa dyandra aja ? https://t.co/TXI23jHWtM;1,59E+18;Positif
08/11/2022 11.51;?????? || Wen;Dyandra menurutku oke sih. Kemaren habis analisis laporan perusahaannya ?. Pas baca nama corporatenya kok kayak kenal ternyata bener dyandra https://t.co/1RIvEHjUky;1,59E+18;Positif
08/11/2022 11.52;Lets Be Happy ??;Kalaupun jelek karena rusuh kayak kemarin itu mah jatuh nya dari penonton dan fans nya sendiri, sejauh ini dyandra paling bagus dah bener-bener bagus, ngetreat idol nya juga bagus banget, minus nya ga ada qn aja udah https://t.co/tSh8oXjn92;1,59E+18;Positif
08/11/2022 11.53;C ?;@starfess Iya dyandra udah imorove kok, kecuali di qn sama yang sempet barcode double itu, dan buat lighting tuh yang seating atas pusing banget liatnya keterangan gitu, jadi putih semua muka member ?;1,59E+18;Negatif
08/11/2022 11.58;Maria Wahono;@starfess Serius sih yang seating emang ga gempa padahal ada yang jalan dan yang duduk pada goyang tapi ngerasa safe banget gue.. cuma tinggal qn buat standing aja.. semoga kalo tds 2 masih di dyandra, udah bisa ada sistem itu..;1,59E+18;Positif
08/11/2022 12.04;??;Setuju. Menurut gue penanganan Dyandra kemarin oke banget! Emang minus ga ada QN number aja. Boleh nih dipertimbangkan lagi kalo anak SM kesini mereka aja yang bawa https://t.co/xlAC5vcH5E;1,59E+18;Negatif
08/11/2022 12.06;piljaaah • lagi skripsian ?;@starfess aku sayang dyandra ?? maaf sebelumnya aku trust issue TAPI BENERAN KEREN BANGET DUA HARI KONSER DI VENUE AKU TIDAK MERASAKAN PERMASALAHAN APAPUN??? aku ya aku… gatau kalo yang lain ?;1,59E+18;Positif
08/11/2022 12.06;vin;bener sih. aku juga ngerasa dyandra kemarin oke banget. gercep sat set gitu loh nanganin isu isu yang ada. semoga aja bisa nerima kritik saran dan jadi lebih oke kedepannya https://t.co/xk4sUhEmW1;1,59E+18;Positif
08/11/2022 12.08;as | already see mark lee?;aku bener bener thankful ke dyandra untuk pengalaman pertama konser the link ku di day 2 kemarin. walau ga bisa memungkiri ke ikut sedihnya yang day 1 . semua oke, konsernya seru. cuma please banget kalau mau bawa lagi, tolong standingnya kasih qn https://t.co/OsKAd04GM8;1,59E+18;Positif
08/11/2022 12.08;Yes;yaallah semoga aespa sama dyandra lagi;1,59E+18;Positif
08/11/2022 12.12;OPEN SHARING SEASON GREETING NCT;@starfess tapi sorry masih kecewa sebagus apapun dan seeffort apapun dyandra gabisa balikin 2.5 gue yang terbuang sia sia :);1,59E+18;Negatif
08/11/2022 12.21;za??;Yuklah seventeen sama treasure bisa yuk dyandra https://t.co/4eMMpfeoTo;1,59E+18;Positif
08/11/2022 12.24;nit;@starfess Bener banget, dyandra kali ini gaada minusnya kecuali masalah qn sama pas penukaran tiket day 1 di tanggal 2. Selebihnya dyandra udah baik banget para stafnya yang reponsif kalo ditanya atau dimintain sesuatu, terus sepanjang konser beberapa staf mondar-mandir;1,59E+18;Positif
08/11/2022 12.29;nay PCD The Link?;@starfess Asli. Kemarin gaada qn pun sebenernya tertib selama baris mau masuk ke venue??? dyandra hampir gaada minusnya keren banget??? promotor kesayangan gue nih .;1,59E+18;Positif
08/11/2022 12.33;nay PCD The Link?;@starfess Kalo menurut yang dulu2 dyandra minus, tapi dyandra udah belajar beneran jauh lebih rapih. Baru kali ini mau favorit gue dibawa lagi sama dyandra? 1 lagi, dyandra ngedenger banget saran dari fans idol yang mau dia bawa???;1,59E+18;Positif
08/11/2022 12.49;MadamLee^^;jujur aku mengakui dyandra keren banget dari segala aspek di stage ? karena penampilan nct dipanggung udah kayak di luar juga cakepnya , tapi ya itu aja gaada qn sama kerusuhan dari oknum2 ? https://t.co/bPY2fO9blw;1,59E+18;Positif
08/11/2022 12.50;Nesi ????;2 kali ngonser bareng dyandra, alhamdulillah selalu ngasih kesan baik di setiap konsernya. Yuk bisa yuk jadi lebih baik lagi kedepannya. Semoga nanti kalo gue ngonser lagi, promotornya dyandra lagi ? https://t.co/d1FBOlMnb9;1,59E+18;Positif
08/11/2022 12.54;??;@starfess Dyandra menurutku cepet belajar. Penukaran tiket tanggal 2 itu chaos. Tapi penukaran tiket tangggal 3, aman banget. Semua masalah di tanggal 2 langsung diperbaiki jadi tanggal 3 semua aman. Itu doang yang gue rasain, karena gue cuma ikutan nuker tiket doang di The Link;1,59E+18;Positif
08/11/2022 12.54;bel || BACA PINNED!!?;asli kali ini dyandra bagus banget beda parah sama exo dulu greatt berarti mereka mau berubah, semoga kedepannya tetep begini ya dyandra? kalo boleh request bawa dream & wayv juga dong kalo perlu ot23 sekalian? @DyandraGlobal https://t.co/yyOxBD8tx8;1,59E+18;Positif
08/11/2022 12.54;sasa;kudos buat dyandra keren???? legit pas konsernya ditawarin minum beberapa menit sekali which is sangat berguna apalagi abis jumping singing like at the top of ur lungs, asal kaliannya bisa diatur service dyandra oke banget https://t.co/RiIrSoUsLS;1,59E+18;Positif
08/11/2022 12.55;tha •;@starfess Dyandra gaada qn tapi please adain qn biar ga rebutan atau desek2an jadi kalo mau ditinggal juga tenang @DyandraGlobal;1,59E+18;Negatif
08/11/2022 12.57;?;OH IYA kenapa aku suka antri fasilitas dari dyandra?? karena kita bisa naroh tas dulu di tempat antri open gatee, terus bebas jalan jalan asal ngomong ke depan belakang!! toh sama aja antrinya cuma GATAU KENAPA GAK KERASA AJA KALO NGANTRI FASILITAS;1,59E+18;Positif
08/11/2022 13.00;saga pcd era;@budakskz97 kalau mecima wajib pakai pvc kak, kalau dyandra kemarin gapapa ga transparant asal ga lebih dari a4 ukurannya;1,59E+18;Positif
08/11/2022 13.02;yuta’s;@starfess Tapi jujur lighting dyandra keterangan;1,59E+18;Negatif
08/11/2022 13.06;*?? ???? ? *;@McandyByun @linaafrina2 @starfess tapi kalau promotor ga menyanggupi juga ga akan bisa stage sebagus ini, dan emang yang bisa kayak gini di indonesia baru dyandra ?;1,59E+18;Positif
08/11/2022 13.10;mi?????;@captainyesungie bener tapi dyandra emang dari ss8 juga vendornya bagus sih;1,59E+18;Positif
08/11/2022 13.20;kiaa;@starfess dyandra kemarin the link udah keren banget! tapi emang kurangnya soal ticketing, QN sama tempat konsernyaaa tolong jangan di ice terus ??;1,59E+18;Negatif
08/11/2022 13.20;uwan;@warmsunqys tds 2 gatau siapa promotornya. Cuma kalau dyandra yang bawa ya bakalan di ice bsd lagi;1,59E+18;Negatif
08/11/2022 13.23;Yves?;@starfess Bener, dyandra bener² improved banget dari yang sebelumnya (minus ticketing sama qn). staf nya banyak dan helpfull semua, ga cuma nongkrong². Event guard nya juga baik pol. Cuma day 1 emang antrianya rusuh ya?;1,59E+18;Positif
08/11/2022 13.25;Anaitte ?;@starfess Bener banget, the best concert experience gue waktu nonton exoplanet 1 dulu dan itu kpnser ternyaman dan promotornya dyandra :');1,59E+18;Positif
08/11/2022 13.27;fir?;@starfess dyandra juga lebih responsif;1,59E+18;Positif
08/11/2022 13.33;ELFZEN;@starfess Penyakit dyandra dari dulu tuh ordal sama antrian selalu gitu berantakan, tapi lebih oke daripada si kuning;1,59E+18;Negatif
08/11/2022 13.43;Nurul ??;Gue akuiin dyandra masalah lighting sound systm sama stage oke? https://t.co/GRUlD3eKMJ;1,59E+18;Positif
08/11/2022 13.44;haru?(ikut wamil);dari suju dipegang dyandra sama mecimapro kerasa banget bedanya jadi aku memang lebih suka dyandra dari dulu sih sayang sekarang kebanyakan dipegang mecimapro https://t.co/qDNP7spGjL;1,59E+18;Positif
08/11/2022 13.58;ut;Dyandra kalo soal panggung dll juara kok yang ngeselin cuma ga pernah pake qn. Pas SS8 kemarin stagenya sampe bentuk 8 loh. https://t.co/rHUlK5Vgs1;1,59E+18;Positif
08/11/2022 13.59;Arts;@starfess Tapi gue tetep gasuka layar dyandra yang kanan kiri pindah tengah, untuk gue yang kemarin di 3A ngerasa kesel banget waktu layar ke tengah karena gue jadinya gabisa liat apa-apa, Karena ke stage pun udah jauh!;1,59E+18;Negatif
08/11/2022 14.06;nay PCD The Link?;@Jaejaedimpless @DyandraGlobal semoga banget. Soalnya dyandra beneran sebagus itu?;1,59E+18;Positif
08/11/2022 14.07;Shila;@Onyourm__khc @DyandraGlobal aku juga gaada keluhan sama dyandra sih kecuali soal qn standing aja;1,59E+18;Positif
08/11/2022 14.08;Renong;@starfess dyandra itu emang selalu kacau diluar tapi di dalam the bestt daripada plat kuning sih kata gue;1,59E+18;Positif
08/11/2022 14.08;akunfangirl;@starfess Kalo mau konser idol yang dibawa dyandra rapi, tertib, oke, kudu banget punya fanbase yang bisa ikut kerja. Bantu nyiapin abcde nya+bantu koordinir fans di venue. Dan budaya fandom juga ikut berpengaruh.;1,59E+18;Positif
08/11/2022 14.11;Wonu;Gue akui dyandra bagus. Seatingnya tiap undakan satu ga kayak si kuning tiap undakan 2 baris. mohon maaf saya ketutupan kepala depannya mana gempa tiap gerak https://t.co/CkJxGugScC;1,59E+18;Positif
08/11/2022 14.12;tuu;@starfess diperhatiin Dyandra kalo mau ngadain konser tuh ga tamak dan persiapan yang lumayan jadi idol nyaman, fans nyaman. kayak satu persatu aja dulu. Waktu suju dibawa mereka aja gue amaze banget?cuma ya itu minus nya gaada qn jadi fans pada dorong-dorongan;1,59E+18;Positif
08/11/2022 14.16;Nabila;@starfess Kalau artis SM setau gue emang udah pasti sama Dyandra soalnya mereka udah kerjasama (pernah dikasih tau sama temen kampus yang kerja di Dyandra) makanya dari dulu Dyandra megang artis SM terus, kalau artis luar SM ga tau ya;1,59E+18;Positif
08/11/2022 14.22;nia;tapi emang gue liat liat kemarin abis ilichil, review soal dyandra bagus sih;1,59E+18;Positif
08/11/2022 14.28;Dils (.???);@purplemin9yu berdoa aja semoga tahun depan seventeen sama dyandra bukan sama si kuning lagi;1,59E+18;Positif
08/11/2022 14.29;yalll;perkembangan pesat dari dyandra??? thanks to dyandra https://t.co/j9eoL8cX4n;1,59E+18;Positif
08/11/2022 14.32;arin;asli keren banget no fake fake awas aja kalo ada yang bilang lipsync gue timpuk pake adudubongnya dyandra https://t.co/QWuhP63u9S;1,59E+18;Positif
08/11/2022 14.35;song;@starfess dyandra tuh kalo ngadain event atau konser fokus dulu satu satu ga semua diembat makanya dia enak ngebawainnya;1,59E+18;Positif
